 1 0 363 37 126 349 186
    -1    0.067    0.675     -0.003  0.010     0.58     0.56     0.06     0.17
     1   -0.415    0.240      0.456  0.010     0.58     0.56     0.06     0.17
    -2   -0.520   -0.459     -0.285  0.006     1.45     0.72    -0.13     0.22
     1    0.190   -0.320     -0.645  0.010     1.45     0.72    -0.13     0.22
     1    0.955    0.699     -1.496  0.010     1.90    -1.91    -0.16     0.22
    -1    0.125   -0.071     -0.045  0.010     1.90    -1.91    -0.16     0.22
     2    0.297    0.000     -0.309  0.006     1.85    -1.87    -0.03     0.22
    -1   -0.030    0.442      0.185  0.010     1.85    -1.87    -0.03     0.22
    -1   -0.486   -0.392      0.003  0.010    -0.50     0.76     0.07     0.22
     1    0.179   -0.010      0.334  0.010    -0.50     0.76     0.07     0.22
    -3    0.224    0.173     -0.373  0.199     0.07     0.56    -0.12     0.24
     1   -0.312   -0.449     -0.150  0.010     0.07     0.56    -0.12     0.24
     1    0.290    0.206     -0.075  0.010     1.85    -1.99     0.14     0.25
    -3   -0.007   -0.269      0.775  0.199     1.85    -1.99     0.14     0.25
    -2    0.071    0.113      0.240  0.006     1.83    -1.97    -0.11     0.25
     3    0.084   -0.094     -0.682  0.199     1.83    -1.97    -0.11     0.25
    -3   -0.279   -0.181      0.295  0.199     2.13    -0.17     0.09     0.25
     2    0.375    0.196      0.041  0.006     2.13    -0.17     0.09     0.25
    -1   -0.790   -0.235     -0.769  0.010     2.63    -2.40    -0.17     0.26
     2    0.109   -0.152     -0.129  0.006     2.63    -2.40    -0.17     0.26
    -1   -0.100   -0.587      0.981  0.010     1.75    -2.11     0.25     0.29
     2   -0.270   -0.705      1.337  0.006     1.75    -2.11     0.25     0.29
     1    0.511    0.136     -0.247  0.010     0.74     1.95    -0.24     0.29
    -3    0.117   -0.226     -1.368  0.199     0.74     1.95    -0.24     0.29
     3   -0.837   -0.097     -1.112  0.199    -0.08     0.63    -0.23     0.30
    -1   -0.038    0.113     -0.055  0.010    -0.08     0.63    -0.23     0.30
     1   -0.401   -0.136     -0.179  0.010     1.72    -2.03    -0.08     0.30
    -2    0.244   -0.005     -0.008  0.006     1.72    -2.03    -0.08     0.30
     1    0.134   -0.022      0.230  0.010     0.21     0.72    -0.02     0.31
    -1    0.109    0.227     -0.268  0.010     0.21     0.72    -0.02     0.31
     1   -0.124    0.291      0.030  0.010     1.73    -1.68     0.06     0.32
    -2   -0.001    0.315      0.088  0.006     1.73    -1.68     0.06     0.32
    -2   -0.237   -0.137      0.883  0.006     0.67     0.42     0.25     0.32
    -2    0.351   -0.016      0.357  0.006     0.67     0.42     0.25     0.32
    -1    0.080    0.038     -0.053  0.010     0.67     0.42     0.25     0.32
    -2   -0.169    0.034     -0.055  0.006     0.05     0.74     0.26     0.33
     2   -0.032    0.525      1.316  0.006     0.05     0.74     0.26     0.33
     2   -0.052   -0.256      0.023  0.006     0.52     1.96     0.12     0.35
    -2   -0.177    0.260      0.200  0.006     0.52     1.96     0.12     0.35
     1   -0.107    0.058     -0.045  0.010     2.91    -2.36    -0.28     0.36
    -2    0.675   -0.183     -0.974  0.006     2.91    -2.36    -0.28     0.36
    -1    0.042   -0.189      0.229  0.010     0.16     0.68     0.10     0.36
     1    0.079    0.275     -0.062  0.010     0.16     0.68     0.10     0.36
     1    0.167    0.084     -0.141  0.010     0.39     0.76    -0.13     0.36
    -1    0.351    0.144     -0.079  0.010     0.39     0.76    -0.13     0.36
    -3    0.253   -0.150      0.049  0.199     2.19    -0.27    -0.06     0.37
     1   -0.123    0.009     -0.133  0.010     2.19    -0.27    -0.06     0.37
     2   -0.691    0.079     -1.377  0.006     0.60     0.48    -0.34     0.37
     1    0.212    0.053     -0.340  0.010     0.60     0.48    -0.34     0.37
     1    0.289    0.087     -0.979  0.010     0.60     0.48    -0.34     0.37
     1    0.152   -0.382      0.496  0.010     0.69     1.90     0.33     0.38
     1   -0.065    0.267      0.387  0.010     0.69     1.90     0.33     0.38
     2    0.172   -0.221      0.879  0.006     0.69     1.90     0.33     0.38
     3    0.261    0.280     -0.364  0.199     2.19    -0.01    -0.18     0.38
    -2   -0.098    0.000      0.043  0.006     2.19    -0.01    -0.18     0.38
     1    0.385   -0.261     -0.511  0.010     0.67     1.91    -0.29     0.38
    -1   -0.317    0.105     -0.443  0.010     0.67     1.91    -0.29     0.38
    -1    0.002    0.162     -0.486  0.010     1.86    -1.88    -0.21     0.40
     1    0.115   -0.008      0.127  0.010     1.86    -1.88    -0.21     0.40
     1    0.050   -0.477     -0.659  0.010     2.75    -2.32    -0.35     0.40
    -1   -0.110    0.544     -1.410  0.010     2.75    -2.32    -0.35     0.40
    -1    0.262   -0.333     -0.002  0.010     0.30     0.29     0.00     0.41
     1   -0.011   -0.057      0.007  0.010     0.30     0.29     0.00     0.41
    -2    0.318   -0.158      0.093  0.006     0.99     0.34     0.09     0.41
     1    0.135    0.021      0.014  0.010     0.99     0.34     0.09     0.41
     2    0.104   -0.190     -0.754  0.006     2.52    -0.80    -0.41     0.46
     1    0.255    0.235     -0.376  0.010     2.52    -0.80    -0.41     0.46
     2   -0.264    0.190     -0.842  0.006     2.52    -0.80    -0.41     0.46
     2   -0.414    0.001     -0.389  0.006     1.68    -1.91    -0.42     0.46
    -1   -0.187    0.372     -1.904  0.010     1.68    -1.91    -0.42     0.46
    -1   -0.559   -0.693      1.982  0.010     0.50     0.30     0.44     0.49
     2   -0.064   -0.031      0.110  0.006     0.50     0.30     0.44     0.49
    -1    0.015    0.023     -0.003  0.010     0.44     0.68    -0.32     0.49
     2    0.486    0.053     -0.445  0.006     0.44     0.68    -0.32     0.49
     2    0.062   -0.149     -0.146  0.006     0.73     0.03    -0.20     0.50
    -1    0.034   -0.251     -0.048  0.010     0.73     0.03    -0.20     0.50
     1    0.043   -0.171      0.113  0.010     0.09     0.50     0.50     0.52
    -1   -0.039   -0.893      4.149  0.010     0.09     0.50     0.50     0.52
    -2   -0.124    0.151      0.101  0.006     0.32     1.54     0.36     0.55
     1   -0.223    0.146      0.321  0.010     0.32     1.54     0.36     0.55
     1    0.412    0.435     -2.339  0.010     1.81    -1.85    -0.53     0.55
    -1   -0.309    0.353     -0.977  0.010     1.81    -1.85    -0.53     0.55
     2   -0.177   -0.156     -2.140  0.006     2.02    -0.27    -0.53     0.57
    -1   -0.162   -0.256     -0.196  0.010     2.02    -0.27    -0.53     0.57
    -1   -0.291   -0.095     -0.281  0.010     1.44     0.89    -0.55     0.58
     3    0.003    0.422     -2.758  0.199     1.44     0.89    -0.55     0.58
     2    0.493    0.102     -1.388  0.006    -0.35     0.79    -0.57     0.61
    -2   -0.145   -0.356     -0.898  0.006    -0.35     0.79    -0.57     0.61
     1    0.199   -0.142     -1.815  0.010     2.63    -2.00    -0.58     0.62
    -2   -0.035    0.370     -0.395  0.006     2.63    -2.00    -0.58     0.62
    -2   -0.109    0.025      0.205  0.006     0.37     2.19     0.55     0.67
     2   -0.283    0.298      0.565  0.006     0.37     2.19     0.55     0.67
    -2    0.475    0.506      3.594  0.006     0.70     1.37     0.69     0.72
     2   -0.056   -0.017     -0.013  0.006     0.70     1.37     0.69     0.72
     2   -0.005   -0.144     -3.053  0.006     2.17    -1.89    -0.78     0.79
     2    0.196    0.609     -2.859  0.006     2.17    -1.89    -0.78     0.79
     2   -0.343   -0.001     -1.117  0.006     2.17    -1.89    -0.78     0.79
     2   -0.043   -0.279      1.248  0.006     0.72     0.42     0.79     0.81
     2    0.618    0.282      3.098  0.006     0.72     0.42     0.79     0.81
     1    0.020   -0.158      0.728  0.010     0.72     0.42     0.79     0.81
    -2    0.038    0.011      1.312  0.006     0.71     1.94     0.84     0.86
