 1 0 538 48 197 424 179
     2    0.468   -0.134      0.652  0.006    -0.70     0.50     0.10     0.16
    -2    0.854    0.715      0.763  0.006    -0.70     0.50     0.10     0.16
     2    0.975   -0.223     -0.600  0.006     1.86     0.86    -0.10     0.17
    -2    0.183   -0.344     -0.372  0.006     1.86     0.86    -0.10     0.17
     3   -0.232   -0.166      0.072  0.199     1.13     0.02    -0.09     0.17
     1   -0.461    0.414     -0.885  0.010     1.13     0.02    -0.09     0.17
     2   -0.043   -0.144     -0.048  0.006     1.13     0.02    -0.09     0.17
     1    0.179   -0.231     -0.096  0.010     1.72     0.82     0.10     0.18
    -3   -0.359   -0.744      1.091  0.199     1.72     0.82     0.10     0.18
     2    0.911    0.240      0.385  0.006     1.42    -0.08     0.05     0.18
    -2   -0.084   -0.150     -0.040  0.006     1.42    -0.08     0.05     0.18
    -2   -0.386   -0.025      0.138  0.006    -0.90     0.19    -0.07     0.18
     2   -0.289    0.491     -0.649  0.006    -0.90     0.19    -0.07     0.18
     1    0.027    0.791      0.063  0.010     1.39     0.08     0.03     0.20
    -1   -0.049   -0.166      0.107  0.010     1.39     0.08     0.03     0.20
     1    0.204   -0.174      0.097  0.010     0.15     0.47     0.10     0.20
     2    0.107    0.264      0.677  0.006     0.15     0.47     0.10     0.20
     3   -0.152   -0.106     -0.105  0.199     0.15     0.47     0.10     0.20
    -1    0.005    0.433      0.031  0.010     1.20    -0.96    -0.09     0.21
     1    0.488   -0.053     -0.542  0.010     1.20    -0.96    -0.09     0.21
    -1   -0.239    0.109      0.440  0.010    -0.76     0.09     0.08     0.21
     3    0.454   -0.288     -0.035  0.199    -0.76     0.09     0.08     0.21
     1   -0.018    0.323      0.443  0.010     0.20    -0.74     0.04     0.21
    -3    0.110   -0.274     -0.236  0.199     0.20    -0.74     0.04     0.21
    -1    0.202    0.505     -0.191  0.010     1.71     1.05    -0.03     0.21
     2   -0.348    0.034      0.069  0.006     1.71     1.05    -0.03     0.21
    -3   -0.044   -0.037      0.032  0.199     0.05    -0.88     0.02     0.22
     1   -0.489   -0.488      0.060  0.010     0.05    -0.88     0.02     0.22
     2   -0.584   -0.715      0.571  0.006    -0.88     0.36     0.15     0.23
    -2    0.042    0.077      0.410  0.006    -0.88     0.36     0.15     0.23
     1   -0.224    0.090      0.078  0.010     0.25    -0.84     0.07     0.23
    -2    0.487   -0.439      0.214  0.006     0.25    -0.84     0.07     0.23
     1    0.242    0.331     -0.254  0.010     1.46    -0.05    -0.02     0.23
    -2   -0.001   -0.331      0.168  0.006     1.46    -0.05    -0.02     0.23
    -3   -0.204   -0.100      0.162  0.199     1.27    -0.03     0.17     0.23
    -2    0.657   -0.339      1.047  0.006     1.27    -0.03     0.17     0.23
    -1    0.009    0.154      0.135  0.010     1.27    -0.03     0.17     0.23
     1    0.023   -0.142     -0.416  0.010     0.15     0.72    -0.02     0.24
    -1    0.053    0.173      0.356  0.010     0.15     0.72    -0.02     0.24
     1    0.048   -0.531     -0.632  0.010     1.23    -0.18    -0.18     0.24
     2   -0.377   -0.144     -0.754  0.006     1.23    -0.18    -0.18     0.24
     2   -0.149    0.031      0.026  0.006     1.23    -0.18    -0.18     0.24
    -2   -0.035   -0.236      0.058  0.006     0.23    -0.69    -0.11     0.24
     3    0.216    0.507     -0.506  0.199     0.23    -0.69    -0.11     0.24
    -1    0.369    0.099      0.366  0.010     0.32     0.36     0.09     0.24
     1   -0.285    0.301     -0.025  0.010     0.32     0.36     0.09     0.24
    -2    0.109    0.193     -0.801  0.006     1.82     0.97    -0.14     0.24
     3    0.257    0.044      0.135  0.199     1.82     0.97    -0.14     0.24
    -1   -0.200   -0.115      0.110  0.010     1.13    -0.03     0.17     0.25
    -2    0.122   -0.270      0.107  0.006     1.13    -0.03     0.17     0.25
    -2   -0.429    0.121      0.854  0.006     1.13    -0.03     0.17     0.25
     1   -0.267    0.189     -0.136  0.010     1.63     1.02     0.11     0.25
    -2   -0.173    0.185      0.549  0.006     1.63     1.02     0.11     0.25
     1   -0.476   -0.054     -0.307  0.010     0.09     0.68    -0.15     0.25
     1    0.307   -0.034     -0.110  0.010     0.09     0.68    -0.15     0.25
     2   -0.023   -0.036     -0.309  0.006     0.09     0.68    -0.15     0.25
     3    0.378   -0.133     -0.679  0.199    -0.78     0.40    -0.15     0.26
    -1   -0.289   -0.083      0.049  0.010    -0.78     0.40    -0.15     0.26
     2    0.123    0.416     -0.253  0.006     0.10     0.61    -0.03     0.27
    -1   -0.198   -0.003      0.158  0.010     0.10     0.61    -0.03     0.27
    -2    0.300    0.440     -0.133  0.006     0.40     0.42    -0.05     0.27
     3   -0.008    0.020     -0.013  0.199     0.40     0.42    -0.05     0.27
    -1    0.416   -0.009     -0.974  0.010    -0.34     1.17    -0.23     0.30
    -2   -0.216   -0.304     -0.317  0.006    -0.34     1.17    -0.23     0.30
    -2    0.033   -0.087      0.022  0.006    -0.34     1.17    -0.23     0.30
    -1   -0.297    0.200     -0.777  0.010     0.18     0.78    -0.23     0.30
    -2    0.170    0.032     -0.036  0.006     0.18     0.78    -0.23     0.30
    -1    0.378    0.180     -0.489  0.010     0.18     0.78    -0.23     0.30
     2    0.135   -0.356      0.660  0.006     1.30    -0.03     0.25     0.30
     1    0.184    0.270      0.787  0.010     1.30    -0.03     0.25     0.30
     2    0.353   -0.171      0.293  0.006     1.30    -0.03     0.25     0.30
    -3    0.357    0.474     -0.766  0.199     2.06    -0.74    -0.27     0.32
     2    0.329   -0.371     -1.102  0.006     2.06    -0.74    -0.27     0.32
     2    0.186    0.253     -0.069  0.006     1.76     1.05    -0.27     0.32
    -2   -0.107    0.488     -1.517  0.006     1.76     1.05    -0.27     0.32
    -3    0.111   -0.400      0.199  0.199     0.35     0.22     0.26     0.33
     2    0.125    0.230      1.002  0.006     0.35     0.22     0.26     0.33
     1    0.140   -0.327     -1.426  0.010     1.92    -0.75    -0.29     0.33
     2   -0.110    0.098     -0.097  0.006     1.92    -0.75    -0.29     0.33
     3   -0.311    0.239     -0.396  0.199     1.92    -0.75    -0.29     0.33
    -1   -0.154   -0.096      0.111  0.010     0.07     0.42     0.27     0.33
    -1    0.175   -0.226      0.136  0.010     0.07     0.42     0.27     0.33
    -2   -0.322    0.036      1.215  0.006     0.07     0.42     0.27     0.33
     2   -0.158    0.483     -1.232  0.006     0.09     0.53    -0.27     0.34
    -3   -0.004   -0.184     -0.051  0.199     0.09     0.53    -0.27     0.34
