 1 0 2 197  2.9227345
     0.620      1.280     1     3      0.161     0  2212
     2.302     -1.280     2     3     -0.161     0  2112
     0.157     -0.504    -1     0     -8.048  2212  2212
     0.126      0.082    -2     0     -7.022  2212  2212
     0.872      3.474    -3     0     -7.005  2212  2212
    -3.141      2.794    -4     0     -6.777  2212  2212
    -2.276     -1.081    -5     0     -6.484  2212  2212
     0.317      0.340    -6     2     -5.771  2212  2212
    -3.652      1.058    -7     0     -5.677  2212  2212
    -0.916      1.060    -8     0     -5.406  2212  2212
    -2.499      2.629    -9     0     -5.129  2212  2212
    -4.933      2.779   -10     0     -5.081  2212  2212
    -0.842     -1.641   -11     0     -4.912  2212  2212
    -4.131     -1.174   -12     0     -4.855  2212  2212
     0.852      2.442   -13     0     -4.715  2212  2212
    -1.402     -2.571   -14     0     -4.685  2212  2212
    -2.346     -1.145   -15     0     -4.341  2212  2212
    -0.082      2.426   -16     0     -4.331  2212  2212
    -2.768     -0.475   -17     0     -4.293  2212  2212
    -2.463     -4.284   -18     0     -4.243  2212  2212
    -3.835      0.252   -19     0     -4.201  2212  2212
     0.696      4.617   -20     0     -4.028  2212  2212
    -3.377     -1.162   -21     0     -3.916  2212  2212
    -1.697      3.934   -22     0     -3.888  2212  2212
    -0.273     -3.795   -23     0     -3.851  2212  2212
    -0.387     -2.637   -24     0     -3.824  2212  2212
    -1.730     -2.690   -25     0     -3.692  2212  2212
     0.628      0.449   -26     3     -3.681     0  2212
    -0.280     -3.155   -27     0     -3.641  2212  2212
    -3.939      0.006   -28     0     -3.617  2212  2212
    -6.174      1.867   -29     0     -3.414  2212  2212
     1.494      0.828   -30     3     -3.308     0  2212
    -3.245      2.958   -31     0     -3.287  2212  2212
     2.101     -0.172   -32     3     -3.260     0  2212
     4.507     -4.077   -33     0     -3.198  2212  2212
     3.384     -4.577   -34     0     -3.197  2212  2212
     2.505     -0.853   -35     3     -3.070     0  2212
     4.659     -0.376   -36     0     -2.975  2212  2212
     2.786      2.740   -37     0     -2.957  2212  2212
    -1.415     -4.986   -38     0     -2.947  2212  2212
    -4.162     -0.319   -39     0     -2.756  2212  2212
    -2.835      4.781   -40     0     -2.708  2212  2212
     2.023      2.914   -41     0     -2.692  2212  2212
     0.088      0.624   -42     3     -2.616     0  2212
    -0.805     -3.127   -43     0     -2.614  2212  2212
    -3.498     -4.281   -44     0     -2.603  2212  2212
     1.688      3.157   -45     0     -2.580  2212  2212
     2.585     -2.061   -46     3     -2.434     0  2212
     1.639      0.151   -47     0     -2.314  2212  2212
    -6.607      0.499   -48     0     -2.313  2212  2212
    -0.073     -4.035   -49     0     -2.266  2212  2212
    -3.832     -0.412   -50     0     -2.252  2212  2212
    -4.555      1.743   -51     0     -2.228  2212  2212
     0.054      3.307   -52     0     -2.209  2212  2212
    -6.556      2.878   -53     0     -2.168  2212  2212
    -5.706     -4.337   -54     0     -2.133  2212  2212
    -0.515     -0.570   -55     0     -2.131  2212  2212
    -7.186     -1.350   -56     0     -2.084  2212  2212
     0.686      0.579   -57     3     -2.072     0  2212
    -2.973      0.879   -58     0     -1.999  2212  2212
    -5.161     -5.776   -59     0     -1.967  2212  2212
     5.059     -0.348   -60     0     -1.956  2212  2212
    -2.122      1.445   -61     0     -1.883  2212  2212
    -4.917     -1.316   -62     0     -1.834  2212  2212
     4.718      0.137   -63     0     -1.780  2212  2212
     1.043     -3.349   -64     0     -1.694  2212  2212
    -0.742      3.267   -65     0     -1.682  2212  2212
     0.191     -6.670   -66     0     -1.672  2212  2212
    -0.188     -3.252   -67     0     -1.671  2212  2212
     0.521      2.993   -68     0     -1.613  2212  2212
     1.833      4.075   -69     0     -1.337  2212  2212
    -4.260     -3.106   -70     0     -1.320  2212  2212
     1.843      3.319   -71     0     -1.188  2212  2212
    -1.360     -5.480   -72     0     -1.149  2212  2212
    -4.752      0.849   -73     0     -1.034  2212  2212
     4.121      2.885   -74     0     -1.030  2212  2212
    -1.597     -3.803   -75     0     -1.005  2212  2212
    -2.758     -5.427   -76     0     -0.972  2212  2212
    -0.088     -3.419   -77     0     -0.961  2212  2212
    -4.801     -3.077   -78     0     -0.950  2212  2212
    -5.451      3.438   -79     0     -0.904  2212  2212
    -2.510      4.837   -80     0     -0.862  2112  2112
    -3.428      2.243   -81     0     -0.859  2112  2112
    -1.488     -0.312   -82     0     -0.805  2112  2112
     1.912      5.872   -83     0     -0.770  2112  2112
     1.303     -5.186   -84     0     -0.714  2112  2112
    -2.352     -1.507   -85     0     -0.708  2112  2112
    -1.423      0.607   -86     0     -0.701  2112  2112
     2.217     -2.535   -87     0     -0.634  2112  2112
    -4.205     -5.354   -88     0     -0.615  2112  2112
    -5.202     -3.489   -89     0     -0.615  2112  2112
    -4.589     -4.768   -90     0     -0.544  2112  2112
    -5.041      0.700   -91     0     -0.490  2112  2112
    -7.489     -0.240   -92     0     -0.437  2112  2112
    -5.688     -4.571   -93     0     -0.430  2112  2112
     3.955      0.720   -94     0     -0.295  2112  2112
     2.395      0.200   -95     0     -0.279  2112  2112
     1.066      4.036   -96     0     -0.249  2112  2112
     2.246      5.094   -97     0     -0.229  2112  2112
    -5.613     -1.399   -98     0     -0.163  2112  2112
    -7.273      1.119   -99     0     -0.135  2112  2112
    -3.473      2.101  -100     0     -0.133  2112  2112
     1.913     -2.798  -101     0      0.018  2112  2112
    -5.699     -3.660  -102     0      0.053  2112  2112
     0.300     -3.801  -103     0      0.146  2112  2112
    -1.755      3.793  -104     0      0.156  2112  2112
     2.910     -4.073  -105     0      0.326  2112  2112
     2.758     -2.330  -106     3      0.341     0  2112
    -0.437      0.849  -107     3      0.350     0  2112
    -3.690      3.450  -108     0      0.413  2112  2112
    -4.863      2.505  -109     0      0.518  2112  2112
    -2.345      5.165  -110     0      0.650  2112  2112
    -1.117      1.288  -111     0      0.696  2112  2112
     0.646      1.959  -112     3      0.762     0  2112
    -3.450     -0.137  -113     0      0.790  2112  2112
    -3.645     -3.549  -114     0      0.864  2112  2112
     3.740      0.739  -115     0      0.978  2112  2112
    -3.898      0.223  -116     0      1.032  2112  2112
     0.275      3.597  -117     0      1.044  2112  2112
    -4.133      2.864  -118     0      1.085  2112  2112
    -7.261     -1.789  -119     0      1.142  2112  2112
    -0.084     -5.364  -120     0      1.187  2112  2112
    -2.162     -1.564  -121     0      1.289  2112  2112
    -2.864     -6.410  -122     0      1.295  2112  2112
    -0.162      6.158  -123     0      1.326  2112  2112
     2.094     -3.649  -124     0      1.388  2112  2112
    -0.591     -2.967  -125     0      1.471  2112  2112
     2.856      2.100  -126     0      1.480  2112  2112
    -4.161      0.925  -127     0      1.518  2112  2112
    -0.772     -5.689  -128     0      1.722  2112  2112
     0.836     -1.806  -129     0      1.904  2112  2112
    -6.360     -4.227  -130     0      1.929  2112  2112
    -7.396     -2.400  -131     0      1.934  2112  2112
     2.191     -1.945  -132     3      1.953     0  2112
     1.500      5.441  -133     0      1.956  2112  2112
    -0.503     -8.256  -134     0      1.978  2112  2112
    -3.495     -5.106  -135     0      2.021  2112  2112
    -4.952     -1.339  -136     0      2.033  2112  2112
     2.982      0.740  -137     0      2.076  2112  2112
